Frame Number, Location X, Location Y, Rotation
2036, 845.008354, 183.439691, -14.389639
2037, 845.641418, 183.275713, -14.016694
2038, 846.047882, 183.171688, -13.600772
2039, 846.510464, 183.055205, -13.15161
2040, 847.082047, 182.914287, -12.675386
2041, 848.406946, 182.600706, -12.167684
2042, 849.29974, 182.394604, -11.645649
2043, 850.273014, 182.176264, -11.11283
2044, 851.301128, 181.95272, -10.572151
2045, 852.399629, 181.721914, -10.025177
2046, 853.603107, 181.478509, -9.47317
2047, 854.873376, 181.231836, -8.91711
2048, 856.292813, 180.968526, -8.357689
2049, 859.338258, 180.452099, -7.793928
2050, 860.864457, 180.20345, -7.228378
2051, 862.438763, 179.95821, -6.661438
2052, 864.129099, 179.708109, -6.093231
2053, 864.466783, 179.477578, -5.523942
2054, 864.541867, 179.234743, -4.953852
2055, 864.548399, 178.91174, -4.382607
2056, 864.577685, 178.769596, -3.810948
2057, 864.577685, 178.642098, -3.238928
2058, 864.577685, 178.508004, -2.666451
2059, 864.577685, 178.392959, -2.093836
2060, 864.577685, 178.296285, -1.521342
2061, 864.577685, 178.214282, -0.948951
2062, 864.577685, 178.142489, -0.377126
2063, 864.577685, 178.08274, 0.192284
2064, 864.577685, 178.03555, 0.755315
2065, 864.577685, 177.998455, 1.305373
2066, 864.577685, 177.958912, 1.768028
2067, 864.577685, 177.943119, 2.138621
2068, 864.61049, 177.931526, 2.425921
2069, 864.61049, 177.922877, 2.641664
2070, 864.622521, 177.916174, 2.798164
2071, 864.622521, 177.911248, 2.909795
2072, 864.626524, 177.907253, 2.985367
2073, 864.632505, 177.904063, 3.03301
2074, 864.632505, 177.901486, 3.058993
2075, 864.632505, 177.899405, 3.068563
2076, 864.632505, 177.899405, 3.068563
2077, 864.632505, 177.899405, 3.068563
2078, 864.632505, 177.899405, 3.068563
2079, 864.632505, 177.899405, 3.068563
2080, 864.632505, 177.899405, 3.068563
2081, 864.632505, 177.899405, 3.068563
2082, 864.632505, 177.899405, 3.068563
2083, 864.632505, 177.899405, 2.925813
2084, 864.632505, 177.899405, 2.028688
2085, 864.632505, 177.899405, 0.558622
2086, 864.632505, 177.899405, -1.260908
2087, 864.632505, 177.898865, -3.272936
2088, 864.632505, 177.896827, -5.390471
2089, 864.632505, 177.892006, -7.560074
2090, 864.632505, 177.883291, -9.753994
2091, 864.632505, 177.869829, -11.962557
2092, 864.632505, 177.849895, -14.176764
2093, 864.632505, 177.82459, -16.393301
2094, 864.632505, 177.792866, -18.60717
2095, 864.632505, 177.692898, -20.816393
2096, 864.632505, 177.641791, -23.023729
2097, 864.632505, 177.567321, -25.22871
2098, 864.632505, 177.485555, -27.431093
2099, 864.632505, 177.27712, -29.628321
2100, 864.632505, 177.177938, -31.823004
2101, 864.632505, 176.878234, -34.01162
2102, 864.632505, 176.732492, -36.197414
2103, 864.632505, 176.561701, -38.379669
2104, 864.632505, 176.161411, -40.555367
2105, 864.632505, 175.945324, -42.728043
2106, 864.632505, 175.466535, -44.894627
2107, 864.632505, 175.18096, -47.057426
2108, 864.632505, 174.559737, -49.21122
2109, 864.632505, 174.18313, -51.360744
2110, 864.632505, 173.407753, -53.497482
2111, 864.632505, 173.023873, -55.62714
2112, 864.632505, 172.52214, -57.748848
2113, 864.632505, 171.629968, -59.859913
2114, 864.632505, 170.986531, -61.964607
2115, 864.632505, 169.863961, -64.05703
2116, 864.632505, 168.617558, -66.137726
2117, 864.632505, 167.863434, -68.212013
2118, 864.632505, 166.453095, -70.277824
2119, 864.632505, 165.61223, -72.339203
2120, 864.632505, 163.879483, -74.392609
2121, 864.632505, 162.854557, -76.442009
2122, 864.632505, 160.823603, -78.48452
2123, 864.632505, 159.627555, -80.523598
2124, 864.632505, 158.261088, -82.559265
2125, 864.632505, 156.145218, -84.59037
2126, 864.632505, 153.346424, -86.616791
2127, 864.632505, 150.526041, -88.639687
2128, 864.632505, 148.939716, -90.660851
2129, 864.62949, 147.512777, -92.680649
2130, 864.562619, 144.106024, -94.697929
2131, 864.509481, 142.426385, -96.714195
2132, 864.268028, 138.704902, -98.728722
2133, 864.101842, 136.704688, -100.7425
2134, 863.660557, 133.038436, -102.747063
